nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles
nm3997174,Aziz Kedi,1978,\N,"writer,editor,actor","tt7748244,tt9675274,tt13675832,tt37529347"
nm3997700,Houda Benyamina,1980,\N,"director,writer,producer","tt4730986,tt2320057,tt1695900,tt7322210"
nm3998715,Alan Page,\N,\N,"producer,writer,script_department","tt2356777,tt2953250,tt3743822,tt0449467"
nm3998765,Sam Acton King,\N,\N,"camera_department,cinematographer,director","tt5669936,tt5636318,tt4622232,tt6882960"
nm4000389,Travis Cluff,\N,\N,"producer,actor,director","tt2309260,tt8676446,tt14657190,tt7473716"
nm4002545,Matthew Kellard,\N,\N,"miscellaneous,writer,producer","tt8124976,tt6781982,tt9009420,tt4711356"
nm4003337,Jaime Primak Sullivan,\N,\N,"producer,writer,publicist","tt13223398,tt7137846,tt13515258,tt3336386"
nm4006402,Yukito Kizawa,\N,\N,writer,"tt2250192,tt1480925,tt13424422,tt5095466"
nm4007200,James Sweeney,1990,\N,"writer,director,actor","tt31322753,tt8855960,tt2401878,tt7038246"
nm4007590,Jeelani Bano,1936,2026,writer,tt1397492
nm4008890,Adam Egypt Mortimer,\N,\N,"director,writer,producer","tt8745960,tt11274100,tt3698558,tt4419364"
nm4015368,Srivinay Salian,1976,\N,"writer,director,editor","tt6018556,tt20319324,tt5958182,tt7090456"
nm4015380,Srinivas Avasarala,1984,\N,"actor,writer,director","tt6087086,tt3835608,tt12735488,tt10087728"
nm4015785,Nelly Dimitrova,\N,\N,writer,"tt1705120,tt10682414,tt5310412,tt11744358"
nm4017355,Colin Minihan,\N,\N,"director,writer,producer","tt1703199,tt7073710,tt5735280,tt2960930"
nm4017905,Michael Vu,\N,\N,"writer,actor","tt13210838,tt14963742,tt1658797"
nm4018092,Ty Manns,\N,\N,"producer,writer,location_management","tt2783108,tt27968975,tt10993558,tt4569776"
nm4021775,Yuriy Bykov,1981,\N,"director,actor,writer","tt3560686,tt2594950,tt5966602,tt1706433"
nm4022537,Matthew Nemeth,\N,\N,"writer,producer,miscellaneous","tt32387554,tt7187044,tt7379552,tt0321019"
nm4023702,Steven Caple Jr.,1988,\N,"director,producer,writer","tt5164412,tt5090568,tt6343314,tt2750600"
nm4024791,Naresh Kathooria,\N,\N,"writer,actor,producer","tt8983300,tt1371619,tt22086334,tt2771898"
nm4024930,Gavin Williams,\N,\N,"writer,director,producer","tt2391855,tt9026114,tt27949946,tt7204284"
nm4026430,Yu Li,\N,\N,writer,"tt0186720,tt1365048,tt0105287"
nm4029670,Christopher Sun,1967,\N,"producer,director,writer","tt33533431,tt30644284,tt2557256,tt10545040"
nm4029843,John Merizalde,1990,\N,"production_department,director,assistant_director","tt9059642,tt2667926,tt2070628,tt2057351"
nm4029986,Rob Kotecki,\N,\N,"writer,producer,director","tt5853416,tt4555008,tt9047382,tt38939455"
nm4030854,Erica Rosbe,\N,\N,"writer,producer,miscellaneous","tt0118375,tt13159924,tt3228420,tt7008682"
nm4032306,Rohin Venkatesan,\N,\N,"writer,director,assistant_director","tt6348454,tt8484586,tt27236842,tt6834466"
nm4032740,Anthony Z. James,\N,\N,"art_department,director,writer","tt10244008,tt29282104,tt3496190,tt18235150"
nm4033941,Meghan Eckman,\N,\N,"editor,director,producer","tt1504300,tt0486531,tt2576478,tt2077880"
nm4034068,Valérie Beaugrand-Champagne,\N,\N,"script_department,miscellaneous,producer","tt1255953,tt2316411,tt18350136,tt11378426"
nm4034632,S.S. Kanchi,\N,\N,"writer,director,actor","tt1447500,tt2258337,tt8178634,tt2178508"
nm4035833,Joe Tiboni,\N,\N,writer,tt1606392
nm4043665,Tim Tharp,\N,\N,writer,tt1714206
nm4046433,Dylan Schaffer,\N,\N,writer,"tt1715320,tt1640486"
nm4047582,Carlos César Arbeláez,\N,\N,"visual_effects,director,writer","tt1715853,tt1921168,tt4649330,tt10788220"
nm4048013,Peter Richardson,\N,\N,"producer,director,camera_department","tt1715802,tt0492947,tt4939064,tt12892180"
nm4050777,Jason David Brown,\N,\N,"actor,production_designer,art_department","tt1716753,tt2574666,tt2772092,tt3450134"
nm4052716,Gustavo Rojo,\N,\N,"producer,writer,director","tt32507517,tt1646973,tt2046219,tt4865366"
nm4057720,Michael Wallach,\N,\N,"writer,producer","tt1713476,tt40210374,tt9075712,tt9075928"
nm4058200,Tatiana De Rosnay,1961,\N,"writer,actress","tt32792395,tt1668200,tt3582040,tt10366514"
nm4060831,Vipul D. Shah,\N,\N,"producer,writer,miscellaneous","tt15732324,tt3591138,tt1719849,tt2191327"
nm4062141,A. Venkatesh,\N,\N,"director,actor,writer","tt6827080,tt9477520,tt4944374,tt6765648"
nm4064502,Christina Schuch,\N,\N,writer,"tt0076825,tt0078417"
nm4065684,Siddharth Kara,\N,\N,"writer,actor,producer","tt1720621,tt8415840,tt2023681,tt6980550"
nm4068664,Jian Magen,\N,\N,"producer,talent_agent,writer","tt2218178,tt31051484,tt3607812,tt5690330"
nm4069208,Ziga Virc,\N,\N,"director,writer,producer","tt5518022,tt5637726,tt5267070,tt21856542"
nm4069291,Roman Karimov,1984,\N,"director,writer,producer","tt30478370,tt37321524,tt39220673,tt1855417"
nm4069822,Michele Cavin,1973,\N,"writer,production_department,editorial_department","tt1710308,tt8050740,tt4920274,tt13983670"
nm4072722,Stephen Hoff,1978,\N,"sound_department,actor,casting_department","tt8850222,tt5700672,tt0923811,tt7961060"
nm4074404,Leigh Janiak,1980,\N,"director,writer,producer","tt6566576,tt9701940,tt9701942,tt3177316"
nm4074711,Paul Shrimpton,\N,\N,"writer,editor,director","tt3717324,tt1723124,tt4814540,tt4365400"
nm4078373,Peter O'Donoghue,\N,\N,"editor,writer,director","tt2246829,tt2444084,tt14317220,tt1725668"
nm4082120,Matt Kugelman,\N,\N,"editor,director,writer","tt4007248,tt19119416,tt6113122,tt1776252"
nm4082140,Aditya Kolli,\N,\N,"visual_effects,director,camera_department","tt31050594,tt12593682,tt0790736,tt6443346"
nm4082195,Josh Burnell,\N,\N,"writer,actor,producer","tt3983902,tt1931366,tt3229488,tt1726763"
nm4082640,Neeraj Udhwani,\N,\N,"writer,director,assistant_director","tt37062070,tt6112414,tt6005644,tt11953628"
nm4083927,Manoj K. Jha,\N,\N,"assistant_director,writer,director","tt1620933,tt8406866,tt1904875,tt4846926"
nm4087886,Mykola Yeriomin,1992,\N,"director,writer,editor","tt4591238,tt7656172,tt9455468"
nm4092213,Maysaloun Hamoud,1982,\N,"writer,director,casting_director","tt5974388,tt15893198,tt1730247,tt5140182"
nm4092908,Anna Wieczur-Bluszcz,1974,\N,"director,writer,music_department","tt18970380,tt0441074,tt1729641,tt19631454"
nm4093045,Payam Yazdani,\N,\N,"actor,writer","tt2278052,tt1683042,tt4108894,tt25050022"
nm4093647,Anup Bhandari,1979,\N,"writer,music_department,director","tt12015102,tt4432480,tt9473114,tt7050870"
nm4094947,Eva Maria Peters,\N,\N,writer,"tt1702425,tt0325005,tt1542543,tt0405699"
nm4095131,Sam Brower,\N,\N,"producer,miscellaneous,writer","tt4188202,tt1244646,tt20560404,tt1296893"
nm4095599,Laure Irrmann,\N,\N,"producer,writer,actress","tt13234058,tt0806029,tt6293032,tt14586118"
nm4097598,James Cullen Bressack,1992,\N,"director,writer,producer","tt23173980,tt15690300,tt14577300,tt11161374"
nm4099985,Ido Fluk,\N,\N,"director,writer,producer","tt20414360,tt3893280,tt1774428"
nm4100983,Maarten Swart,\N,\N,"producer,writer,actor","tt2108546,tt5013056,tt28768679,tt3864056"
nm4102993,Rachel Lears,\N,\N,"cinematographer,producer,director","tt9358052,tt2812712,tt16378064,tt2799350"
nm4104149,Henrik Martin Dahlsbakken,1989,\N,"director,writer,producer","tt4354988,tt2354201,tt4182064,tt3831000"
nm4106259,Hunter Adams,\N,\N,"director,writer,producer","tt2633076,tt2364905,tt2057416,tt14252456"
nm4106454,Sumit Purohit,\N,\N,"writer,editor,director","tt12392504,tt32832648,tt23790740,tt36841171"
nm4106668,Douglas Smith,\N,\N,writer,"tt1456635,tt2417712"
nm4106750,Adam Frattasio,\N,\N,writer,"tt1456635,tt2417712,tt0412116"
nm4107081,Puneet Krishna,\N,\N,"writer,producer,sound_department","tt6473300,tt32832648,tt34339725,tt3422462"
nm4107260,Stephen Elliott,1971,\N,"writer,director,producer","tt1945062,tt3039732,tt5909754,tt1735907"
nm4109195,Daichi Nagisa,\N,\N,"special_effects,make_up_department,writer","tt1183732,tt1653913,tt1425928,tt1050160"
nm4109634,Konstantin Vorobyov,1970,2024,"writer,producer","tt1343703,tt10066820,tt6157292,tt3085514"
nm4111194,Miles Harrington,\N,\N,"actor,writer,producer","tt1791681,tt1653700"
nm4115747,Amaia Remirez,\N,\N,"producer,writer,production_manager","tt18939222,tt11312390,tt2967856,tt3288044"
nm4117038,Diederik Jekel,1984,\N,"writer,actor,archive_footage","tt15079778,tt6207286,tt28247651,tt3851324"
nm4125647,Rosana Ferrão,\N,\N,writer,"tt1988573,tt1781866,tt12595280,tt5909218"
nm4126099,Akil Pugh,\N,\N,"production_department,producer,actor","tt26684303,tt3861144,tt1880838,tt5347148"
nm4126407,Essay Liu,1980,\N,"writer,script_department,director","tt1745704,tt7172702,tt3677132,tt5735582"
nm4135794,Pierre Godeau,\N,\N,"writer,director,actor","tt0485947,tt7831674,tt4428762,tt2979572"
nm4136807,Elaine Bogan,\N,\N,"director,art_department,assistant_director","tt1001526,tt11084896,tt1734135,tt2325846"
nm4137350,Cindy Meehl,1957,\N,"producer,director,camera_department","tt1753549,tt8739854,tt8750702,tt5259692"
nm4138262,Ribhu Dasgupta,\N,\N,"director,writer","tt8907992,tt1754202,tt8069036,tt22099068"
nm4139472,Afonso Poyart,1979,\N,"director,writer,producer","tt1753722,tt3918584,tt1291570,tt16427902"
nm4140344,Patricia Corso,\N,\N,"writer,script_department","tt5671952,tt28753811,tt3210830,tt2189583"
nm4143216,Robert Naturman,\N,\N,"writer,actor,script_department","tt2006721,tt1754318,tt9296728,tt5553982"
nm4143926,Vladislav Karamfilov,\N,\N,"actor,writer,director","tt1754320,tt3473850,tt31853193,tt32888130"
nm4145192,Zachary Slobig,\N,\N,writer,"tt1407927,tt1756494"
nm4145594,Manu Warrier,\N,\N,"writer,director","tt3666258,tt13551614,tt1756673,tt15715122"
nm4146781,Charise Castro Smith,\N,\N,"producer,writer,actress","tt2953050,tt6763664,tt5109280,tt5368542"
nm4148549,Suri,\N,\N,"director,writer,music_department","tt1757772,tt5021536,tt7938336,tt11143196"
nm4149056,Praveen Sattaru,\N,\N,"director,producer,writer","tt3496054,tt1757796,tt15309632,tt6613470"
nm4150014,C. Bailey Werner,\N,\N,"actor,writer,producer","tt12979770,tt10942302,tt8887784,tt14022916"
nm4150400,Chris Vaalar,\N,\N,"writer,producer",tt0092671
nm4151673,Tyson VanSkiver,\N,\N,"editorial_department,camera_department,writer","tt2265179,tt9058108,tt1692478,tt0486531"
nm4151736,Franck Gastambide,1978,\N,"actor,writer,director","tt7238392,tt11537880,tt27487473,tt28288478"
nm4153140,Jan Trygve Røyneland,1981,\N,"writer,script_department","tt4353996,tt36951910,tt9174810,tt8435308"
nm4155547,The Vicious Brothers,\N,\N,"writer,editor,director","tt1703199,tt2960930,tt2231554"
nm4157561,Becca Gleason,\N,\N,"production_department,writer,director","tt7284204,tt5994130,tt14016500,tt32393135"
nm4157919,Madhan Karky,1980,\N,"music_department,writer,actor","tt1305797,tt2187153,tt2258337,tt2302966"
nm4158039,Murat Kaman,1985,\N,"writer,director,actor","tt6229852,tt5478632,tt11789868,tt36966608"
nm4158912,Emrah Kaman,1985,\N,"actor,writer,soundtrack","tt5478632,tt3671754,tt6229852,tt12479584"
nm4160687,Jim Starlin,1949,\N,"writer,animation_department,miscellaneous","tt2015381,tt9376612,tt6791350,tt10648342"
nm4164456,Dave Baker,\N,\N,"actor,writer","tt9562694,tt1764618"
nm4167257,Tyler Burton Smith,\N,\N,"writer,actor,producer","tt5765844,tt8663516,tt3391046"
nm4167379,Steven Barilotti,\N,\N,"writer,producer,director","tt1852028,tt38250429,tt38251967,tt1407927"
nm4167760,Jeff Johnson,\N,\N,"writer,music_department","tt1407927,tt32446264"
nm4168262,Lauren Hynek,\N,\N,"writer,production_designer,script_department","tt4566758,tt8110642,tt32360137,tt7215232"
nm4169405,Samruoddhi Porey,\N,\N,"writer,director,producer","tt1772303,tt10895576,tt3817950,tt13623896"
nm4170048,Ari Aster,1986,\N,"producer,director,writer","tt7784604,tt8772262,tt13521006,tt31176520"
nm4171068,Daniele Misischia,1985,\N,"director,writer,editor","tt1934248,tt2942012,tt1773499,tt4537722"
nm4173030,Vishwesh Krishnamoorthy,\N,\N,"director,writer,actor","tt7559180,tt2529228,tt1773774,tt2309172"
nm4174254,Daniel Dahlstrom,\N,\N,"director,cinematographer,camera_department","tt3455996,tt9641844,tt1618473,tt3972110"
nm4174626,Vignesh Shivan,1985,\N,"music_department,producer,director","tt11663228,tt5128328,tt6237966,tt6148156"
nm4175587,Falk Schultz,\N,\N,"director,writer,cinematographer","tt1774269,tt1814642"
nm4177881,Cristiano Ciccotti,\N,\N,"assistant_director,writer,actor","tt1773499,tt2098838,tt4537722,tt21937500"
nm4179342,Amberdeep Singh,\N,\N,"writer,director,actor","tt6882872,tt8024556,tt14203864,tt5569468"
nm4179560,Kirk Loudon,\N,\N,"writer,director,editor","tt3157318,tt1776194,tt5781458,tt9562382"
nm4180240,Alberto Vázquez,1980,\N,"writer,director,animation_department","tt5004766,tt10483152,tt1776087,tt5671290"
nm4180576,Anuj Gurwara,1981,\N,"actor,music_department,writer","tt1447500,tt13510660,tt0857300,tt1625856"
nm4183075,Arjun Rose,\N,\N,"producer,director,writer","tt10201778,tt3265590,tt5874268,tt37599647"
nm4186854,Akiyo Ôhashi,\N,\N,"director,art_department,writer","tt11193002,tt1909463,tt1458514,tt8343748"
nm4189030,Joe Parham,\N,\N,"writer,producer,director","tt1942683,tt9041792,tt3449528,tt3189556"
nm4189281,Turaz,\N,\N,"writer,music_department,soundtrack","tt1438298,tt6862542,tt2939912,tt4340180"
nm4192363,Bruce Wilkinson,\N,\N,"writer,producer,soundtrack",tt1781775
nm4194093,Rik Nogueira,\N,\N,"producer,writer","tt1781866,tt2076788,tt11222164"
nm4195211,Ali Tanriverdi,1988,\N,"writer,actor,director","tt12664200,tt30050756,tt21200850,tt5202870"
nm4197453,Misa Terami,\N,\N,writer,tt0094828
nm4198784,Amir Hafizi,\N,\N,writer,"tt1537860,tt1728655,tt1784670,tt1508294"
nm4199289,Katie Silberman,\N,\N,"writer,miscellaneous,producer","tt1489887,tt10731256,tt5304992,tt2452244"
nm4199426,Mysskin,1971,\N,"writer,actor,director","tt1922545,tt7019942,tt1784552,tt9109976"
nm4201099,John Klyza,\N,\N,"producer,writer,director","tt20918100,tt19316444,tt4354146,tt4332746"
nm4204557,Damian Nenow,1983,\N,"director,writer,visual_effects","tt2967856,tt1787092,tt11541582,tt4347938"
nm4204713,Mark Alazraki,1979,\N,"actor,writer,producer","tt8498114,tt30057076,tt2222394,tt6507682"
nm4207229,Amy Jump,\N,\N,"writer,animation_department,editor","tt4158096,tt2023690,tt1788391,tt0462335"
nm4207379,Chuck Hustmyre,\N,\N,"writer,actor","tt5717194,tt2268433,tt1788383"
nm4211435,Majid Al Ansari,\N,\N,"producer,director,writer","tt2072260,tt4377952,tt37371373,tt12411074"
nm4214524,Sampath Nandi,1980,\N,"writer,director,producer","tt2287973,tt31529147,tt11580944,tt5266218"
nm4215026,Alex Child,\N,\N,"writer,producer,director","tt1791681,tt13071620,tt2114395,tt7736572"
nm4218006,Andrew Wakefield,\N,\N,"director,writer,producer","tt26669823,tt5562652,tt12708236,tt21141948"
nm4218328,Jim Beggarly,\N,\N,"writer,producer,script_department","tt21823606,tt3339354,tt2011300,tt1793223"
nm4219902,Park Hoon-jung,\N,\N,"writer,director,producer","tt2625030,tt5066556,tt6413410,tt12792418"
nm4229891,Akella Siva Prasad,\N,\N,writer,"tt5628296,tt1601818,tt11773308"
nm4231255,Nicky Allt,\N,\N,"actor,writer,producer","tt1800351,tt3815104"
nm4231258,Jack Attridge,\N,\N,"sound_department,miscellaneous,writer","tt8355838,tt20242946,tt1687247,tt2133302"
nm4232036,Kazue Katô,\N,\N,"writer,animation_department","tt30803594,tt1799631,tt32460380,tt5987956"
nm4232388,Matt Furie,\N,\N,writer,"tt11394182,tt6846846,tt0240267"
nm4233688,Chizuru Takahashi,\N,\N,"writer,producer",tt1798188
nm4234019,Tetsurô Sayama,\N,\N,"writer,producer",tt1798188
nm4237603,Zaurbek Zassev,\N,\N,"director,assistant_director,visual_effects","tt0493464,tt7826276,tt3121434,tt29198831"
nm4238776,Paul Gardner,\N,\N,"actor,writer,producer","tt9234520,tt12759288,tt10123970,tt13670532"
nm4240055,Steve Hoover,\N,\N,"editor,director,writer","tt2265179,tt3080844,tt11610932,tt23117386"
nm4241449,M. Sasikumar,1975,\N,"producer,actor,director","tt2152896,tt2391732,tt1804623,tt1997455"
nm4242010,Pandiraaj,\N,\N,"writer,director,producer","tt1804623,tt8023734,tt2215301,tt10340562"
nm4243505,Anna Matison,1983,\N,"writer,director,editor","tt6500276,tt9110376,tt1805397,tt5807536"
nm4243936,Harry G. Peter,1880,1958,"writer,art_department","tt37257255,tt16150204,tt8752498,tt7514094"
nm4244515,Nila Madhab Panda,1973,\N,"director,producer,writer","tt37971109,tt1805263,tt27327718,tt14141184"
nm4246726,Joanna Coates,\N,\N,"director,writer,art_department","tt2723176,tt1807069,tt28297627,tt2916548"
nm4248838,Christopher K. Walker,\N,\N,"editor,producer,editorial_department","tt3962848,tt0486531,tt5306496,tt9097270"
nm4251617,Doris Gilbert,\N,\N,writer,\N
nm4253417,Lee Westwick,\N,\N,"actor,producer,writer","tt13617604,tt15558182,tt22741944,tt13944246"
nm4254202,Robert Bohrer,1979,\N,"editor,director,writer","tt6810146,tt1813488,tt2290479,tt3298846"
nm4255960,Ciro Zecca,\N,\N,"writer,producer,director","tt11287482,tt14619154,tt32306464,tt10941528"
nm4256393,Brian Pittman,\N,\N,"writer,producer","tt3522806,tt2073133,tt3427708,tt1813609"
nm4258146,Martin Christopher Bode,\N,\N,"camera_department,director,production_department","tt2767668,tt0811080,tt0976051,tt5311542"
nm4262905,Devan Sagliani,\N,\N,"writer,production_department","tt1815746,tt0140883"
nm4263190,Bilall Fallah,1986,\N,"director,producer,actor","tt11946138,tt4008758,tt6438030,tt10380908"
nm4264671,Shashank Khaitan,1982,\N,"writer,director,producer","tt14993250,tt3678938,tt6277440,tt8110330"
nm4264844,Anucharan Murugaiyan,\N,\N,"director,editor,writer","tt20873118,tt1817177,tt11444768,tt5090220"
nm4267232,Masahiro Mukai,\N,\N,"director,art_department,assistant_director","tt5626028,tt1773185,tt13911284,tt2205948"
nm4273489,Roman Nepomnyashchiy,1971,\N,writer,"tt32600290,tt11867066,tt2261719,tt1682187"
nm4274191,Shyam Maheshwari,\N,\N,"assistant_director,director,writer","tt4169250,tt6685014,tt1821021,tt12482630"
nm4274575,Vetrimaaran,1975,\N,"producer,writer,director","tt9477520,tt4991384,tt1821317,tt11396310"
nm4276236,Parag Kulkarni,\N,\N,writer,"tt3476414,tt7288834,tt0833444,tt1822266"
nm4276848,Irene Sankoff,\N,\N,"writer,actress,composer","tt7638556,tt10916306,tt25502910,tt1823066"
nm4277050,Yûki Yase,\N,\N,"director,art_department,production_department","tt21927720,tt2697872,tt1773185,tt2205948"
nm4283294,K. King,\N,\N,"camera_department,producer,director","tt2446502,tt3899262,tt6910678,tt2333508"
nm4285728,Chris Sun,\N,\N,"producer,director,writer","tt4158594,tt3317874,tt2214941,tt1826635"
nm4287835,Jeremy Adams,\N,\N,"writer,producer,actor","tt1641384,tt0460681,tt9580138,tt1579911"
nm4287898,Ryan Bury,\N,\N,"producer,writer,production_manager","tt9746718,tt28500290,tt28480494,tt10968602"
nm4289209,Derek Frankowski,\N,\N,"camera_department,cinematographer,director","tt1828232,tt5491994,tt32306018,tt10294352"
nm4289540,Valeria Di Napoli,1981,\N,writer,"tt1680099,tt2100371,tt1680089"
nm4289686,Ryan Gibb,\N,\N,"camera_department,director,writer","tt1828232,tt7654810"
nm4291727,John Swetnam,\N,\N,"producer,writer,director","tt2106361,tt7380366,tt2626350,tt3676370"
nm4295186,B.V. Nandini Reddy,\N,\N,"writer,director,assistant_director","tt9348296,tt1830477,tt5523516,tt32237111"
nm4296517,Jon Garcia,\N,\N,"producer,director,writer","tt2306783,tt11357580,tt6953974,tt3169740"
nm4296727,Kip Rasmussen,\N,\N,"art_department,actor,writer",tt1824904
nm4297037,M.G. Srinivas,1984,\N,"director,actor,writer","tt3006476,tt11791964,tt39255464,tt29928984"
nm4298518,Matt McWilliams,\N,\N,"art_department,producer,director","tt8263554,tt11496218,tt2306786,tt8456656"
nm4298729,Advaita Kala,\N,\N,writer,"tt1821480,tt1499201,tt21908676,tt10308632"
nm4299374,Alex R. Wagner,1991,\N,"producer,director,writer","tt2400321,tt5820950,tt8688634,tt4154796"
nm4299678,Nicolaas Zwart,\N,\N,"writer,production_department,sound_department","tt2320626,tt5294522,tt5420376,tt3040188"
nm4302299,Hiroaki Aikawa,\N,\N,director,"tt1687247,tt2273319"
